page,line,original,token,property,selector
admin,238,#e8f5e9,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-success
admin,238,#0a7c3a,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-success
admin,238,#a8d8b8,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-success
admin,239,#eef5ff,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-info
admin,239,#1d4ed8,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-info
admin,239,#c8daf7,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-info
admin,240,#fef0f0,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-danger
admin,240,#c93030,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-danger
admin,240,#f0c8c8,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-danger
admin,241,#f5f5f5,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-muted
admin,241,#888,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-muted
admin,241,#e0e0e0,⚠️ 미매핑,background,#tab-agoda-matching .am-badge-muted
admin,248,"rgba(5,5,10,.72)",⚠️ 미매핑,background,.am-modal-backdrop
admin,250,"rgba(20,20,28,.92)",⚠️ 미매핑,background,.am-modal
admin,250,"rgba(255,255,255,.14)",--line-2,background,.am-modal
admin,250,"rgba(0,0,0,.6)",--sh-shadow-deep,background,.am-modal
admin,250,#E5E5EE,--ink-2,background,.am-modal
admin,252,"rgba(255,255,255,.14)",--line-2,border-bottom,.am-modal-h
admin,253,#FAFAFA,--ink,color,.am-modal-h h3
admin,254,#A0A0B0,--ink-3,background,.am-modal-close
admin,255,"rgba(255,255,255,.08)",--glass-2/--line,background,.am-modal-close:hover
admin,255,#FAFAFA,--ink,background,.am-modal-close:hover
admin,257,"rgba(255,255,255,.14)",--line-2,border-top,.am-modal-foot
admin,258,#f7f6ff,⚠️ 미매핑,background,.am-modal-info
admin,258,#e3deff,⚠️ 미매핑,background,.am-modal-info
admin,258,#333,⚠️ 미매핑,background,.am-modal-info
admin,259,#1a1a1a,⚠️ 미매핑,color,.am-modal-info strong
admin,261,#444,⚠️ 미매핑,color,.am-form-row label
admin,262,#d8d8d8,⚠️ 미매핑,border,".am-form-row input,.am-form-row textarea"
admin,263,"rgba(83,74,183,.12)",⚠️ 미매핑,outline,".am-form-row input:focus,.am-form-row textarea:focus"
admin,263,#534AB7,⚠️ 미매핑,outline,".am-form-row input:focus,.am-form-row textarea:focus"
admin,265,#888,⚠️ 미매핑,color,.am-form-help
admin,266,#f5f5f5,⚠️ 미매핑,background,.am-form-help code
admin,266,#534AB7,⚠️ 미매핑,background,.am-form-help code
admin,267,#f5f5f5,⚠️ 미매핑,background,.am-readonly-box
admin,267,#e0e0e0,⚠️ 미매핑,background,.am-readonly-box
admin,267,#555,⚠️ 미매핑,background,.am-readonly-box
admin,268,#eee,⚠️ 미매핑,border-top,.am-preview-area
admin,270,#666,⚠️ 미매핑,color,.am-preview-lbl
admin,271,#c93030,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger,.am-modal-foot .ad-btn-da"
admin,271,#fff,--ink,background,"#tab-agoda-matching .ad-btn-danger,.am-modal-foot .ad-btn-da"
admin,271,#c93030,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger,.am-modal-foot .ad-btn-da"
admin,272,#a82424,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,330,"rgba(79,70,229,.15)",⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,330,#4f46e5,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,363,#e5e7eb,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,364,#111,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,364,#fff,--ink,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,365,#fff,--ink,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,365,#6b7280,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,365,#e5e7eb,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,375,#534AB7,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,375,#fff,--ink,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,382,#555,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,383,#888,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,417,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,418,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,426,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,452,#777,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,460,#888,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,472,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,473,#888,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,491,#fafafa,--ink,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,491,#e8e8e8,⚠️ 미매핑,background,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,493,#666,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,505,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,609,#e0e0e0,⚠️ 미매핑,border,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,626,#666,⚠️ 미매핑,color,"#tab-agoda-matching .ad-btn-danger:hover,.am-modal-foot .ad-"
admin,639,#fff,--ink,background,.ps-kpi
admin,639,#e8e8e8,⚠️ 미매핑,background,.ps-kpi
admin,641,"rgba(83,74,183,.10)",⚠️ 미매핑,box-shadow,.ps-kpi.ps-clickable:hover
admin,642,#888,⚠️ 미매핑,color,.ps-kpi-lbl
admin,643,#222,⚠️ 미매핑,color,.ps-kpi-val
admin,644,#666,⚠️ 미매핑,color,.ps-kpi-sub
admin,645,#f1f0f5,⚠️ 미매핑,background,.ps-kpi-bar
admin,649,#eee,⚠️ 미매핑,border-bottom,.ps-phase-row
admin,651,#333,⚠️ 미매핑,color,.ps-phase-name
admin,652,#f1f0f5,⚠️ 미매핑,background,.ps-phase-track
admin,653,#fff,--ink,border-radius,.ps-phase-fill
admin,654,#444,⚠️ 미매핑,color,.ps-phase-pct
admin,658,#f3f2f6,⚠️ 미매핑,border-bottom,.ps-timeline-row
admin,659,#fafafe,⚠️ 미매핑,background,.ps-timeline-row:hover
admin,661,#888,⚠️ 미매핑,color,.ps-timeline-date
admin,663,#222,⚠️ 미매핑,color,.ps-timeline-msg
admin,665,#534AB7,⚠️ 미매핑,color,.ps-timeline-link
admin,670,#fef2f2,⚠️ 미매핑,background,.ps-blocked-item
admin,670,#ef4444,--danger,background,.ps-blocked-item
admin,671,#fee5e5,⚠️ 미매핑,background,.ps-blocked-item:hover
admin,672,#b91c1c,⚠️ 미매핑,color,.ps-blocked-title
admin,673,#7c2222,⚠️ 미매핑,color,.ps-blocked-meta
admin,675,#f0f9f4,⚠️ 미매핑,background,.ps-upnext-item
admin,675,#22c55e,⚠️ 미매핑,background,.ps-upnext-item
admin,676,#15803d,⚠️ 미매핑,color,.ps-upnext-title
admin,677,#3f6f4d,⚠️ 미매핑,color,.ps-upnext-meta
admin,678,#22c55e,⚠️ 미매핑,background,.ps-upnext-num
admin,678,#fff,--ink,background,.ps-upnext-num
admin,683,#dcfce7,⚠️ 미매핑,background,.ps-badge-auto
admin,683,#15803d,⚠️ 미매핑,background,.ps-badge-auto
admin,683,#86efac,--auto-text,background,.ps-badge-auto
admin,684,#fef3c7,⚠️ 미매핑,background,.ps-badge-semi
admin,684,#92400e,⚠️ 미매핑,background,.ps-badge-semi
admin,684,#fcd34d,--ceo-text,background,.ps-badge-semi
admin,685,#fee2e2,⚠️ 미매핑,background,.ps-badge-blocked
admin,685,#b91c1c,⚠️ 미매핑,background,.ps-badge-blocked
admin,685,#fca5a5,⚠️ 미매핑,background,.ps-badge-blocked
admin,686,#eef2ff,⚠️ 미매핑,background,.ps-badge-time
admin,686,#3730a3,⚠️ 미매핑,background,.ps-badge-time
admin,686,#c7d2fe,⚠️ 미매핑,background,.ps-badge-time
admin,687,#f1f5f9,⚠️ 미매핑,background,.ps-badge-time-pending
admin,687,#64748b,⚠️ 미매핑,background,.ps-badge-time-pending
admin,687,#cbd5e1,⚠️ 미매핑,background,.ps-badge-time-pending
admin,690,#fff,--ink,background,.ps-copy-btn
admin,690,#d4d4d8,⚠️ 미매핑,background,.ps-copy-btn
admin,690,#52525b,⚠️ 미매핑,background,.ps-copy-btn
admin,691,#534AB7,⚠️ 미매핑,background,.ps-copy-btn:hover
admin,691,#fff,--ink,background,.ps-copy-btn:hover
admin,691,#534AB7,⚠️ 미매핑,background,.ps-copy-btn:hover
admin,692,#22c55e,⚠️ 미매핑,background,.ps-copy-btn.ps-copied
admin,692,#fff,--ink,background,.ps-copy-btn.ps-copied
admin,692,#22c55e,⚠️ 미매핑,background,.ps-copy-btn.ps-copied
admin,696,"rgba(0,0,0,.18)",⚠️ 미매핑,background,.ps-toast
admin,696,#1f2937,⚠️ 미매핑,background,.ps-toast
admin,696,#fff,--ink,background,.ps-toast
admin,701,#534AB7,⚠️ 미매핑,color,.ps-section-h .ps-refresh
admin,701,#534AB7,⚠️ 미매핑,color,.ps-section-h .ps-refresh
admin,702,#534AB7,⚠️ 미매핑,background,.ps-section-h .ps-refresh:hover
admin,702,#fff,--ink,background,.ps-section-h .ps-refresh:hover
admin,703,#999,⚠️ 미매핑,color,.ps-empty
admin,704,#888,⚠️ 미매핑,color,.ps-rate
admin,713,#534AB7,⚠️ 미매핑,background,.ps-rate
admin,719,#3b82f6,⚠️ 미매핑,background,.ps-rate
admin,725,#22c55e,⚠️ 미매핑,background,.ps-rate
admin,731,#ef4444,--danger,background,.ps-rate
admin,797,#666,⚠️ 미매핑,color,.ps-rate
admin,798,#e0e0e0,⚠️ 미매핑,border,.ps-rate
admin,799,#888,⚠️ 미매핑,color,.ps-rate
admin,802,#666,⚠️ 미매핑,color,.ps-rate
admin,803,#e0e0e0,⚠️ 미매핑,border,.ps-rate
admin,806,#666,⚠️ 미매핑,color,.ps-rate
admin,807,#e0e0e0,⚠️ 미매핑,border,.ps-rate
admin,807,#fff,--ink,border,.ps-rate
admin,1196,#22c55e,⚠️ 미매핑,?,function psBarColor(pct)
admin,1197,#3b82f6,⚠️ 미매핑,?,function psBarColor(pct)
admin,1198,#f59e0b,--warn,?,function psBarColor(pct)
admin,1199,#ef4444,--danger,?,function psBarColor(pct)
admin,1358,#ef4444,--danger,?,if (bar)
admin,1358,#f59e0b,--warn,?,if (bar)
admin,1358,#22c55e,⚠️ 미매핑,?,if (bar)
admin,1363,#dc2626,⚠️ 미매핑,?,if (card)
admin,1363,#d97706,⚠️ 미매핑,?,if (card)
admin,1363,#15803d,⚠️ 미매핑,?,if (card)
admin,1413,#22c55e,⚠️ 미매핑,?,if (bar)
admin,1413,#f59e0b,--warn,?,if (bar)
admin,1413,#ef4444,--danger,?,if (bar)
admin,1529,#eee,⚠️ 미매핑,?,if (!m) return
admin,1529,#666,⚠️ 미매핑,?,if (!m) return
admin,1532,#fee2e2,⚠️ 미매핑,?,if (/P0.*버그|P0\s*fix/i.test(tag))   return
admin,1532,#b91c1c,⚠️ 미매핑,?,if (/P0.*버그|P0\s*fix/i.test(tag))   return
admin,1533,#fef3c7,⚠️ 미매핑,?,if (/버그|bug|fix/i.test(tag))         return
admin,1533,#92400e,⚠️ 미매핑,?,if (/버그|bug|fix/i.test(tag))         return
admin,1534,#dbeafe,⚠️ 미매핑,?,if (/리팩|refactor/i.test(tag))         return
admin,1534,#1e40af,⚠️ 미매핑,?,if (/리팩|refactor/i.test(tag))         return
admin,1535,#dcfce7,⚠️ 미매핑,?,if (/기능|feat|추가/i.test(tag))        return
admin,1535,#15803d,⚠️ 미매핑,?,if (/기능|feat|추가/i.test(tag))        return
admin,1536,#f3e8ff,⚠️ 미매핑,?,if (/문서|docs|chore/i.test(tag))       return
admin,1536,#6b21a8,⚠️ 미매핑,?,if (/문서|docs|chore/i.test(tag))       return
admin,1537,#f1f5f9,⚠️ 미매핑,?,return
admin,1537,#475569,⚠️ 미매핑,?,return
admin,1754,#15803d,⚠️ 미매핑,color,"items.forEach(function(it, idx)"
admin,1911,#c93030,⚠️ 미매핑,color,var posMap =
admin,2386,#0a7c3a,⚠️ 미매핑,background,filtered.forEach(function(m)
admin,2387,#999,⚠️ 미매핑,background,filtered.forEach(function(m)
admin,2388,#c93030,⚠️ 미매핑,background,filtered.forEach(function(m)
admin,2390,#888,⚠️ 미매핑,color,m.hotels.map(function(h)
admin,2391,#aaa,⚠️ 미매핑,color,m.hotels.map(function(h)
admin,2431,#534AB7,⚠️ 미매핑,?,admins.forEach(function(a)
admin,2431,#0a7c3a,⚠️ 미매핑,?,admins.forEach(function(a)
admin,2431,#888,⚠️ 미매핑,?,admins.forEach(function(a)
admin,2433,#0a7c3a,⚠️ 미매핑,background,admins.forEach(function(a)
admin,2434,#c93030,⚠️ 미매핑,background,admins.forEach(function(a)
admin,2441,#aaa,⚠️ 미매핑,color,if (a.role !== 'super_admin')
admin,2649,#888,⚠️ 미매핑,color,filtered.forEach(function(h)
admin,2655,#888,⚠️ 미매핑,color,filtered.forEach(function(h)
admin,2913,#999,⚠️ 미매핑,?,var statusColor =
admin,2913,#534AB7,⚠️ 미매핑,?,var statusColor =
admin,2913,#0a7c3a,⚠️ 미매핑,?,var statusColor =
admin,2914,#c93030,⚠️ 미매핑,?,var statusColor =
admin,2914,#888,⚠️ 미매핑,?,var statusColor =
admin,2917,#f0a830,⚠️ 미매핑,?,var payColor =
admin,2917,#0a7c3a,⚠️ 미매핑,?,var payColor =
admin,2917,#c93030,⚠️ 미매핑,?,var payColor =
admin,2917,#888,⚠️ 미매핑,?,var payColor =
admin,2926,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,2927,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,2928,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,2929,#0a7c3a,⚠️ 미매핑,color,rows.forEach(function(b)
admin,2930,#534AB7,⚠️ 미매핑,background,rows.forEach(function(b)
admin,2930,#bbb,⚠️ 미매핑,background,rows.forEach(function(b)
admin,2931,#999,⚠️ 미매핑,background,rows.forEach(function(b)
admin,2932,#999,⚠️ 미매핑,background,rows.forEach(function(b)
admin,2937,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3400,#c93030,⚠️ 미매핑,color,if (!cidColOverride && (hNorm === 'cid' || hNorm === 'affili
admin,3404,#f0f0f0,⚠️ 미매핑,border-collapse,if (!cidColOverride && (hNorm === 'cid' || hNorm === 'affili
admin,3406,#fff3a5,⚠️ 미매핑,background,"headers.forEach(function(h, i)"
admin,3407,#ddd,⚠️ 미매핑,border,"headers.forEach(function(h, i)"
admin,3416,#fffbe0,⚠️ 미매핑,background,"headers.forEach(function(_, i)"
admin,3417,#eee,⚠️ 미매핑,border,"headers.forEach(function(_, i)"
admin,3425,#c93030,⚠️ 미매핑,color,"headers.forEach(function(_, i)"
admin,3478,#c93030,⚠️ 미매핑,color,if (allRowsAcrossFiles.length === 0)
admin,3530,#0a7c3a,⚠️ 미매핑,color,if (s && s.reason && s.reason.indexOf('unknown cid:') === 0)
admin,3531,#888,⚠️ 미매핑,color,if (s && s.reason && s.reason.indexOf('unknown cid:') === 0)
admin,3532,#c97a07,⚠️ 미매핑,color,if (s && s.reason && s.reason.indexOf('unknown cid:') === 0)
admin,3533,#c93030,⚠️ 미매핑,color,if (s && s.reason && s.reason.indexOf('unknown cid:') === 0)
admin,3533,#1a1a1a,⚠️ 미매핑,color,if (s && s.reason && s.reason.indexOf('unknown cid:') === 0)
admin,3545,#eee,⚠️ 미매핑,border-top,if (unknownKeys.length)
admin,3549,#888,⚠️ 미매핑,color,unknownKeys.forEach(function(c)
admin,3728,#0a7c3a,⚠️ 미매핑,color,function renderUploadResult(r)
admin,3729,#534AB7,⚠️ 미매핑,color,function renderUploadResult(r)
admin,3730,#999,⚠️ 미매핑,color,function renderUploadResult(r)
admin,3731,#c93030,⚠️ 미매핑,color,function renderUploadResult(r)
admin,3731,#1a1a1a,⚠️ 미매핑,color,function renderUploadResult(r)
admin,3797,#534AB7,⚠️ 미매핑,background,rows.forEach(function(b)
admin,3799,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3800,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3802,#0a7c3a,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3804,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3807,#999,⚠️ 미매핑,color,rows.forEach(function(b)
admin,3838,#902,⚠️ 미매핑,?,const D=
admin,3838,#902,⚠️ 미매핑,?,const D=
admin,3878,"rgba(83,74,183,.7)",⚠️ 미매핑,color,"ch_.push(new Chart(document.getElementById('c1'),"
admin,3878,#f0eee9,⚠️ 미매핑,color,"ch_.push(new Chart(document.getElementById('c1'),"
admin,3879,"rgba(83,74,183,.12)",⚠️ 미매핑,fill,"ch_.push(new Chart(document.getElementById('c2'),"
admin,3879,#1D9E75,⚠️ 미매핑,fill,"ch_.push(new Chart(document.getElementById('c2'),"
admin,3879,#534AB7,⚠️ 미매핑,fill,"ch_.push(new Chart(document.getElementById('c2'),"
admin,3879,#f0eee9,⚠️ 미매핑,fill,"ch_.push(new Chart(document.getElementById('c2'),"
admin,3882,#534AB7,⚠️ 미매핑,?,function iCC()
admin,3882,#1D9E75,⚠️ 미매핑,?,function iCC()
admin,3882,#D85A30,⚠️ 미매핑,?,function iCC()
admin,3882,#378ADD,⚠️ 미매핑,?,function iCC()
admin,3882,#D4537E,⚠️ 미매핑,?,function iCC()
admin,3882,#639922,⚠️ 미매핑,?,function iCC()
admin,3882,#BA7517,⚠️ 미매핑,?,function iCC()
admin,3895,#faf9f6,⚠️ 미매핑,color,bks.map(function(b)
admin,3956,#f0eef8,⚠️ 미매핑,background,if(calDay)
admin,3964,#f8f7f4,⚠️ 미매핑,background,Array.from(
admin,3964,#E1F5EE,⚠️ 미매핑,background,Array.from(
admin,3964,#9FE1CB,⚠️ 미매핑,background,Array.from(
admin,3964,#5DCAA5,⚠️ 미매핑,background,Array.from(
admin,3964,#1D9E75,⚠️ 미매핑,background,Array.from(
admin,3964,#fff,--ink,background,Array.from(
admin,3969,#D85A30,⚠️ 미매핑,color,function iPC()
admin,3969,#534AB7,⚠️ 미매핑,color,function iPC()
admin,3969,#f0eee9,⚠️ 미매핑,color,function iPC()
admin,3969,#1D9E75,⚠️ 미매핑,color,function iPC()
admin,3969,#f0eee9,⚠️ 미매핑,color,function iPC()
admin,3972,#f0eee9,⚠️ 미매핑,color,function iSC()
admin,3972,#1D9E75,⚠️ 미매핑,color,function iSC()
admin,3972,#378ADD,⚠️ 미매핑,color,function iSC()
admin,3972,#534AB7,⚠️ 미매핑,color,function iSC()
admin,3972,#f0eee9,⚠️ 미매핑,color,function iSC()
admin,4065,#0a7c3a,⚠️ 미매핑,?,if(status)
admin,4496,#111,⚠️ 미매핑,?,if (enBtn)
admin,4496,#fff,--ink,?,if (enBtn)
admin,4497,#fff,--ink,?,if (enBtn)
admin,4497,#6b7280,⚠️ 미매핑,?,if (enBtn)
admin,4501,#111,⚠️ 미매핑,?,if (koBtn)
admin,4501,#fff,--ink,?,if (koBtn)
admin,4502,#fff,--ink,?,if (koBtn)
admin,4502,#6b7280,⚠️ 미매핑,?,if (koBtn)
admin,4648,#e8e8e8,⚠️ 미매핑,border,setTimeout(function()
admin,4648,#fff,--ink,border,setTimeout(function()
admin,4671,#fef0f0,⚠️ 미매핑,background,setTimeout(function()
admin,4671,#f0c8c8,⚠️ 미매핑,background,setTimeout(function()
admin,4671,#9a2020,⚠️ 미매핑,background,setTimeout(function()
